# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.300588750000000000e+05 1.582643599249422550e-03 9.995943307876586914e-01 9.624733328819274902e-01 1.119767427444458008e+00 5.087247000000000000e+06 1.582643599249422550e-03 9.995943307876586914e-01 9.624733328819274902e-01 1.119767427444458008e+00
1.000000000000000000e+03 3.074591255187988281e+01 4.029828915008693002e-08 1.000002503395080566e+00 3.888795524835586548e-02 1.576871126890182495e-01 1.776138916015625000e+02 4.029828915008693002e-08 1.000002503395080566e+00 3.888794779777526855e-02 1.576871126890182495e-01
2.000000000000000000e+03 2.363421630859375000e+01 3.777915225100514363e-08 1.000002145767211914e+00 3.490812843665480614e-03 4.162623733282089233e-02 1.348450775146484375e+02 3.777915225100514363e-08 1.000002145767211914e+00 3.490815404802560806e-03 4.162623733282089233e-02
3.000000000000000000e+03 1.602288436889648438e+01 2.230697226934807986e-08 1.000001788139343262e+00 4.002126399427652359e-03 3.675257787108421326e-02 9.165038299560546875e+01 2.230697226934807986e-08 1.000001788139343262e+00 4.002127796411514282e-03 3.675257787108421326e-02
4.000000000000000000e+03 1.079430294036865234e+01 1.974242991309438366e-08 1.000001311302185059e+00 1.254238304682075977e-03 3.347341716289520264e-02 6.020535278320312500e+01 1.974242991309438366e-08 1.000001311302185059e+00 1.254237489774823189e-03 3.347341716289520264e-02
5.000000000000000000e+03 7.284137248992919922e+00 1.124755577563973930e-08 1.000001192092895508e+00 6.308626325335353613e-06 3.284506127238273621e-02 4.120822906494140625e+01 1.124755577563973930e-08 1.000001192092895508e+00 6.308566753432387486e-06 3.284506127238273621e-02
6.000000000000000000e+03 5.012730598449707031e+00 7.235666732441359272e-09 1.000000834465026855e+00 6.603424553759396076e-04 3.346035256981849670e-02 2.870411300659179688e+01 7.235666732441359272e-09 1.000000834465026855e+00 6.603421061299741268e-04 3.346034884452819824e-02
7.000000000000000000e+03 7.615975189208984375e+01 1.114994674367153493e-07 1.000003218650817871e+00 3.436813829466700554e-03 3.908236324787139893e-02 4.345839233398437500e+02 1.114994674367153493e-07 1.000003218650817871e+00 3.436813130974769592e-03 3.908236324787139893e-02
8.000000000000000000e+03 2.467457771301269531e+00 3.591159591920245475e-09 1.000000596046447754e+00 9.421772323548793793e-03 4.220696166157722473e-02 1.521943092346191406e+01 3.591159591920245475e-09 1.000000596046447754e+00 9.421771392226219177e-03 4.220696166157722473e-02
9.000000000000000000e+03 5.713164329528808594e+00 1.078235500884261455e-09 1.000000834465026855e+00 1.706069149076938629e-02 4.982555285096168518e-02 4.290625000000000000e+01 1.078235500884261455e-09 1.000000834465026855e+00 1.706069521605968475e-02 4.982555285096168518e-02
1.000000000000000000e+04 3.057348251342773438e+01 3.141817472851471393e-08 1.000002026557922363e+00 2.533270232379436493e-02 5.749509856104850769e-02 2.093229675292968750e+02 3.141817472851471393e-08 1.000002026557922363e+00 2.533269487321376801e-02 5.749511718750000000e-02
1.100000000000000000e+04 4.806951045989990234e+00 2.658075759498501611e-09 1.000000715255737305e+00 3.195429965853691101e-02 6.473062932491302490e-02 3.497766494750976562e+01 2.658075759498501611e-09 1.000000715255737305e+00 3.195429593324661255e-02 6.473062932491302490e-02
1.200000000000000000e+04 6.167577505111694336e-01 1.279313655011549145e-09 1.000000238418579102e+00 3.869350254535675049e-02 7.152594625949859619e-02 4.677920341491699219e+00 1.279313655011549145e-09 1.000000238418579102e+00 3.869349509477615356e-02 7.152596116065979004e-02
