# step, loss_train, loss_test, metrics_test
1.300000000000000000e+04 5.172967910766601562e-01 1.234785607096000604e-09 1.000000238418579102e+00 4.308306798338890076e-02 7.591356337070465088e-02 4.007657527923583984e+00 1.234785607096000604e-09 1.000000238418579102e+00 4.308306798338890076e-02 7.591353356838226318e-02
1.400000000000000000e+04 4.396205842494964600e-01 1.533127957920044082e-09 1.000000000000000000e+00 4.541995748877525330e-02 7.826386392116546631e-02 3.180614709854125977e+00 1.533127957920044082e-09 1.000000000000000000e+00 4.541995748877525330e-02 7.826386392116546631e-02
1.500000000000000000e+04 1.854281768798828125e+02 3.976019797846674919e-07 1.000004649162292480e+00 4.475540667772293091e-02 7.745527476072311401e-02 1.016484619140625000e+03 3.976019797846674919e-07 1.000004649162292480e+00 4.475539550185203552e-02 7.745525240898132324e-02
1.600000000000000000e+04 2.440744936466217041e-01 4.963950916980763850e-10 1.000000119209289551e+00 4.272176325321197510e-02 7.556477189064025879e-02 1.737887978553771973e+00 4.963950916980763850e-10 1.000000119209289551e+00 4.272175952792167664e-02 7.556477189064025879e-02
1.700000000000000000e+04 1.990033537149429321e-01 3.239606638505421188e-10 1.000000119209289551e+00 4.005540162324905396e-02 7.289880514144897461e-02 1.351038098335266113e+00 3.239606638505421188e-10 1.000000119209289551e+00 4.005540534853935242e-02 7.289878278970718384e-02
1.800000000000000000e+04 2.128306776285171509e-01 2.168451529449555437e-10 1.000000119209289551e+00 3.834278136491775513e-02 7.122284919023513794e-02 1.495650649070739746e+00 2.168451529449555437e-10 1.000000119209289551e+00 3.834278509020805359e-02 7.122287154197692871e-02
1.900000000000000000e+04 1.601424664258956909e-01 1.945748839826677568e-10 1.000000119209289551e+00 3.724732622504234314e-02 7.009805738925933838e-02 1.009060740470886230e+00 1.945748839826677568e-10 1.000000119209289551e+00 3.724731877446174622e-02 7.009805738925933838e-02
2.000000000000000000e+04 1.913850009441375732e-01 2.798712928075985928e-10 1.000000000000000000e+00 3.457946702837944031e-02 6.742402166128158569e-02 1.024239897727966309e+00 2.798712928075985928e-10 1.000000000000000000e+00 3.457948192954063416e-02 6.742403656244277954e-02
2.100000000000000000e+04 9.992207586765289307e-02 1.389882375857354191e-10 1.000000000000000000e+00 3.432645648717880249e-02 6.717208027839660645e-02 5.789292454719543457e-01 1.389882375857354191e-10 1.000000000000000000e+00 3.432644158601760864e-02 6.717210263013839722e-02
2.200000000000000000e+04 9.939898550510406494e-02 1.300743956988981154e-10 1.000000000000000000e+00 3.647796809673309326e-02 6.932324916124343872e-02 6.018262505531311035e-01 1.300743956988981154e-10 1.000000000000000000e+00 3.647797182202339172e-02 6.932324916124343872e-02
2.300000000000000000e+04 4.216080856323242188e+01 7.752603892186016310e-08 1.000001788139343262e+00 3.772286698222160339e-02 6.969257444143295288e-02 2.400354766845703125e+02 7.752603892186016310e-08 1.000001788139343262e+00 3.772285208106040955e-02 6.969255208969116211e-02
2.400000000000000000e+04 4.876811802387237549e-02 6.322765921940032285e-11 1.000000000000000000e+00 3.565686941146850586e-02 6.849802285432815552e-02 3.175855875015258789e-01 6.322765921940032285e-11 1.000000000000000000e+00 3.565688803791999817e-02 6.849802285432815552e-02
2.500000000000000000e+04 4.834257364273071289e-01 1.221439838161586522e-09 1.000000119209289551e+00 2.183303236961364746e-02 5.462776497006416321e-02 1.578087449073791504e+00 1.221439838161586522e-09 1.000000119209289551e+00 2.183303236961364746e-02 5.462776497006416321e-02
2.600000000000000000e+04 6.987424939870834351e-02 1.244654379561893620e-10 1.000000000000000000e+00 2.137511782348155975e-02 5.421136692166328430e-02 3.281508088111877441e-01 1.244654379561893620e-10 1.000000000000000000e+00 2.137511782348155975e-02 5.421136692166328430e-02
2.700000000000000000e+04 4.611225798726081848e-02 9.621481389388009120e-11 1.000000000000000000e+00 2.116361632943153381e-02 5.400511994957923889e-02 2.459358721971511841e-01 9.621481389388009120e-11 1.000000000000000000e+00 2.116361819207668304e-02 5.400513857603073120e-02
2.800000000000000000e+04 3.282548114657402039e-02 7.800828732973386082e-11 1.000000000000000000e+00 2.085469290614128113e-02 5.369725450873374939e-02 1.851563304662704468e-01 7.800828732973386082e-11 1.000000000000000000e+00 2.085469476878643036e-02 5.369725450873374939e-02
2.900000000000000000e+04 2.038753032684326172e-02 5.528695903866953643e-11 1.000000000000000000e+00 2.042205631732940674e-02 5.326523631811141968e-02 1.216462329030036926e-01 5.528695903866953643e-11 1.000000000000000000e+00 2.042205817997455597e-02 5.326523631811141968e-02
3.000000000000000000e+04 1.113145146518945694e-02 3.562384415234376434e-11 1.000000000000000000e+00 1.983147673308849335e-02 5.267504230141639709e-02 7.079423964023590088e-02 3.562384415234376434e-11 1.000000000000000000e+00 1.983147859573364258e-02 5.267504230141639709e-02
3.100000000000000000e+04 6.171333603560924530e-03 2.115015627912608664e-11 1.000000000000000000e+00 1.968040876090526581e-02 5.252435058355331421e-02 3.686361014842987061e-02 2.115015627912608664e-11 1.000000000000000000e+00 1.968040317296981812e-02 5.252436175942420959e-02
3.200000000000000000e+04 3.456372069194912910e-03 1.165839820516101355e-11 1.000000000000000000e+00 1.934508793056011200e-02 5.218864232301712036e-02 2.147964388132095337e-02 1.165839820516101355e-11 1.000000000000000000e+00 1.934508047997951508e-02 5.218864232301712036e-02
3.300000000000000000e+04 1.569360145367681980e-03 3.900668416739749844e-12 1.000000000000000000e+00 1.870456151664257050e-02 5.154712498188018799e-02 1.049685385078191757e-02 3.900668416739749844e-12 1.000000000000000000e+00 1.870456151664257050e-02 5.154713988304138184e-02
3.400000000000000000e+04 1.697525382041931152e-03 2.758551633647021717e-12 1.000000000000000000e+00 2.053774893283843994e-02 5.338038504123687744e-02 8.108167909085750580e-03 2.758551633647021717e-12 1.000000000000000000e+00 2.053774707019329071e-02 5.338039994239807129e-02
3.500000000000000000e+04 1.447711838409304619e-03 2.555850496521738791e-12 1.000000000000000000e+00 1.982539705932140350e-02 5.267213657498359680e-02 6.294307764619588852e-03 2.555850496521738791e-12 1.000000000000000000e+00 1.982538960874080658e-02 5.267215892672538757e-02
3.600000000000000000e+04 1.085253199562430382e-03 1.019240681437993956e-12 1.000000000000000000e+00 1.603396050631999969e-02 4.887178540229797363e-02 6.008780561387538910e-03 1.019240681437993956e-12 1.000000000000000000e+00 1.603396236896514893e-02 4.887180030345916748e-02
3.700000000000000000e+04 1.009513158351182938e-03 7.498579123084436748e-13 1.000000000000000000e+00 1.477195229381322861e-02 4.760711267590522766e-02 5.456961691379547119e-03 7.498579123084436748e-13 1.000000000000000000e+00 1.477195322513580322e-02 4.760710150003433228e-02
3.800000000000000000e+04 8.139484375715255737e-02 7.030536569585521534e-11 9.999998807907104492e-01 1.334428321570158005e-02 4.574106261134147644e-02 4.457603096961975098e-01 7.030536569585521534e-11 9.999998807907104492e-01 1.334428228437900543e-02 4.574107378721237183e-02
3.900000000000000000e+04 2.146434932947158813e-01 3.569297635230839205e-10 9.999998807907104492e-01 2.086990140378475189e-02 5.372010171413421631e-02 1.222283005714416504e+00 3.569297635230839205e-10 9.999998807907104492e-01 2.086989954113960266e-02 5.372010171413421631e-02
4.000000000000000000e+04 6.783344596624374390e-02 1.182605263716496324e-10 1.000000000000000000e+00 2.124688774347305298e-02 5.409283936023712158e-02 4.995769560337066650e-01 1.182605263716496324e-10 1.000000000000000000e+00 2.124688774347305298e-02 5.409283936023712158e-02
4.100000000000000000e+04 2.084247954189777374e-02 2.811631309718176652e-11 1.000000000000000000e+00 2.135601080954074860e-02 5.420157685875892639e-02 1.815021932125091553e-01 2.811631309718176652e-11 1.000000000000000000e+00 2.135601639747619629e-02 5.420157685875892639e-02
4.200000000000000000e+04 9.149191901087760925e-03 8.881693991380501529e-12 1.000000000000000000e+00 2.129519172012805939e-02 5.413981527090072632e-02 8.251626044511795044e-02 8.881693991380501529e-12 1.000000000000000000e+00 2.129519544541835785e-02 5.413981527090072632e-02
4.300000000000000000e+04 6.465938873589038849e-03 6.408878636121606576e-12 1.000000000000000000e+00 2.100485935807228088e-02 5.384880304336547852e-02 5.635686591267585754e-02 6.408878636121606576e-12 1.000000000000000000e+00 2.100485935807228088e-02 5.384880304336547852e-02
4.400000000000000000e+04 8.530924096703529358e-03 9.403466720570019532e-12 1.000000000000000000e+00 2.131063304841518402e-02 5.415326356887817383e-02 8.407576382160186768e-02 9.403466720570019532e-12 1.000000000000000000e+00 2.131063118577003479e-02 5.415324494242668152e-02
4.500000000000000000e+04 4.227503668516874313e-03 4.198827483620215517e-12 1.000000000000000000e+00 2.145723067224025726e-02 5.430109798908233643e-02 4.222485050559043884e-02 4.198827483620215517e-12 1.000000000000000000e+00 2.145723439753055573e-02 5.430109798908233643e-02
4.600000000000000000e+04 7.297336589545011520e-03 1.041886975999828380e-11 1.000000000000000000e+00 2.265786007046699524e-02 5.550272762775421143e-02 7.352539151906967163e-02 1.041886975999828380e-11 1.000000000000000000e+00 2.265786007046699524e-02 5.550272762775421143e-02
4.700000000000000000e+04 3.371361410245299339e-03 4.074477734372639048e-12 1.000000000000000000e+00 2.226900495588779449e-02 5.511110648512840271e-02 3.357858955860137939e-02 4.074477734372639048e-12 1.000000000000000000e+00 2.226901426911354065e-02 5.511110648512840271e-02
4.800000000000000000e+04 1.837693271227180958e-03 1.850344964055006258e-12 1.000000000000000000e+00 2.027581632137298584e-02 5.311682820320129395e-02 1.826283149421215057e-02 1.850344964055006258e-12 1.000000000000000000e+00 2.027581632137298584e-02 5.311683937907218933e-02
4.900000000000000000e+04 7.635636720806360245e-04 3.900992755819648883e-13 1.000000000000000000e+00 1.954944245517253876e-02 5.238532647490501404e-02 6.963394582271575928e-03 3.900992755819648883e-13 1.000000000000000000e+00 1.954944431781768799e-02 5.238532647490501404e-02
5.000000000000000000e+04 5.210803938098251820e-04 2.228435128483544081e-13 1.000000000000000000e+00 1.780022680759429932e-02 5.061814188957214355e-02 4.300775937736034393e-03 2.228435128483544081e-13 1.000000000000000000e+00 1.780023239552974701e-02 5.061811953783035278e-02
