# x
0.000000000000000000e+00 7.812500000000000000e-01
0.000000000000000000e+00 6.875000000000000000e-01
0.000000000000000000e+00 5.312500000000000000e-01
0.000000000000000000e+00 1.562500000000000000e-01
0.000000000000000000e+00 7.500000000000000000e-01
0.000000000000000000e+00 4.375000000000000000e-01
0.000000000000000000e+00 6.250000000000000000e-02
0.000000000000000000e+00 2.812500000000000000e-01
0.000000000000000000e+00 3.125000000000000000e-02
0.000000000000000000e+00 5.000000000000000000e-01
0.000000000000000000e+00 6.250000000000000000e-01
1.000000000000000000e+00 1.815217041015625000e+03
1.000000000000000000e+00 1.824182006835937500e+03
1.000000000000000000e+00 1.833182006835937500e+03
1.000000000000000000e+00 1.842180053710937500e+03
1.000000000000000000e+00 1.852220947265625000e+03
1.000000000000000000e+00 1.861208007812500000e+03
1.000000000000000000e+00 1.870212036132812500e+03
1.000000000000000000e+00 1.880185058593750000e+03
1.000000000000000000e+00 1.889219970703125000e+03
1.000000000000000000e+00 1.899193969726562500e+03
1.000000000000000000e+00 1.909208007812500000e+03
1.000000000000000000e+00 1.918277954101562500e+03
1.000000000000000000e+00 1.928192016601562500e+03
1.000000000000000000e+00 1.938286010742187500e+03
1.000000000000000000e+00 1.948198974609375000e+03
1.000000000000000000e+00 1.958209960937500000e+03
1.000000000000000000e+00 1.967199951171875000e+03
1.000000000000000000e+00 1.977318969726562500e+03
1.000000000000000000e+00 1.987207031250000000e+03
1.000000000000000000e+00 1.997175048828125000e+03
1.000000000000000000e+00 2.007181030273437500e+03
1.000000000000000000e+00 2.017271972656250000e+03
1.000000000000000000e+00 2.027197021484375000e+03
1.000000000000000000e+00 2.037152954101562500e+03
1.000000000000000000e+00 2.047206054687500000e+03
1.000000000000000000e+00 2.056178955078125000e+03
1.000000000000000000e+00 2.066195068359375000e+03
1.000000000000000000e+00 2.076201904296875000e+03
1.000000000000000000e+00 2.086218017578125000e+03
1.000000000000000000e+00 2.096209960937500000e+03
1.000000000000000000e+00 2.106201904296875000e+03
1.000000000000000000e+00 2.116201904296875000e+03
1.000000000000000000e+00 2.126210937500000000e+03
1.000000000000000000e+00 2.136188964843750000e+03
1.000000000000000000e+00 2.145270019531250000e+03
1.000000000000000000e+00 2.155204101562500000e+03
1.000000000000000000e+00 2.165194091796875000e+03
1.000000000000000000e+00 2.175200927734375000e+03
1.000000000000000000e+00 2.185176025390625000e+03
1.000000000000000000e+00 2.195187011718750000e+03
1.000000000000000000e+00 2.205183105468750000e+03
1.000000000000000000e+00 2.215207031250000000e+03
1.000000000000000000e+00 2.225200927734375000e+03
1.000000000000000000e+00 2.235206054687500000e+03
1.000000000000000000e+00 2.244162109375000000e+03
1.000000000000000000e+00 2.254200927734375000e+03
1.000000000000000000e+00 2.264197998046875000e+03
1.000000000000000000e+00 2.274189941406250000e+03
1.000000000000000000e+00 2.284186035156250000e+03
1.000000000000000000e+00 2.294180908203125000e+03
1.000000000000000000e+00 2.304184082031250000e+03
1.000000000000000000e+00 2.314207031250000000e+03
1.000000000000000000e+00 2.324207031250000000e+03
1.000000000000000000e+00 2.333197998046875000e+03
1.000000000000000000e+00 2.343206054687500000e+03
1.000000000000000000e+00 2.353198974609375000e+03
1.000000000000000000e+00 2.363183105468750000e+03
1.000000000000000000e+00 2.373289062500000000e+03
1.000000000000000000e+00 2.383185058593750000e+03
1.000000000000000000e+00 2.393216064453125000e+03
1.000000000000000000e+00 2.403215087890625000e+03
1.000000000000000000e+00 2.413280029296875000e+03
1.000000000000000000e+00 2.423184082031250000e+03
1.000000000000000000e+00 2.432179931640625000e+03
1.000000000000000000e+00 2.442187988281250000e+03
1.000000000000000000e+00 2.452195068359375000e+03
1.000000000000000000e+00 2.462208984375000000e+03
1.000000000000000000e+00 2.472204101562500000e+03
1.000000000000000000e+00 2.482191894531250000e+03
1.000000000000000000e+00 2.492210937500000000e+03
1.000000000000000000e+00 2.502205078125000000e+03
1.000000000000000000e+00 2.512185058593750000e+03
1.000000000000000000e+00 2.521211914062500000e+03
1.000000000000000000e+00 2.531215087890625000e+03
1.000000000000000000e+00 2.541205078125000000e+03
1.000000000000000000e+00 2.551202880859375000e+03
1.000000000000000000e+00 2.561199951171875000e+03
1.000000000000000000e+00 2.571185058593750000e+03
1.000000000000000000e+00 2.581214111328125000e+03
1.000000000000000000e+00 2.591205078125000000e+03
1.000000000000000000e+00 2.601196044921875000e+03
1.000000000000000000e+00 2.611195068359375000e+03
1.000000000000000000e+00 2.620199951171875000e+03
1.000000000000000000e+00 2.630183105468750000e+03
1.000000000000000000e+00 2.640187988281250000e+03
1.000000000000000000e+00 2.650206054687500000e+03
1.000000000000000000e+00 2.660183105468750000e+03
1.000000000000000000e+00 2.670178955078125000e+03
1.000000000000000000e+00 2.680247070312500000e+03
1.000000000000000000e+00 2.690205078125000000e+03
1.000000000000000000e+00 2.700243896484375000e+03
1.000000000000000000e+00 2.710184082031250000e+03
1.000000000000000000e+00 2.719180908203125000e+03
1.000000000000000000e+00 2.729249023437500000e+03
1.000000000000000000e+00 2.739202880859375000e+03
1.000000000000000000e+00 2.749299072265625000e+03
1.000000000000000000e+00 2.759210937500000000e+03
1.000000000000000000e+00 2.769188964843750000e+03
1.000000000000000000e+00 2.779184082031250000e+03
1.000000000000000000e+00 2.789343017578125000e+03
1.000000000000000000e+00 2.799208984375000000e+03
1.000000000000000000e+00 2.808211914062500000e+03
1.000000000000000000e+00 2.818190917968750000e+03
1.000000000000000000e+00 2.828189941406250000e+03
1.000000000000000000e+00 2.838194091796875000e+03
1.000000000000000000e+00 2.848177978515625000e+03
1.000000000000000000e+00 2.858191894531250000e+03
1.000000000000000000e+00 2.868205078125000000e+03
1.000000000000000000e+00 2.878187011718750000e+03
1.000000000000000000e+00 2.888197021484375000e+03
1.000000000000000000e+00 2.898214111328125000e+03
1.000000000000000000e+00 2.907180908203125000e+03
1.000000000000000000e+00 2.917179931640625000e+03
1.000000000000000000e+00 2.927208007812500000e+03
